20240724140712,-0.00,-0.03,1.01
20240724140713,-0.00,-0.03,1.01
20240724140714,-0.00,-0.03,1.01
20240724140715,-0.00,-0.03,1.01
20240724140716,-0.00,-0.03,1.01
20240724140717,-0.00,-0.03,1.01
20240724140718,-0.00,-0.03,1.01
20240724140719,-0.00,-0.03,1.01
20240724140720,-0.00,-0.03,1.01
20240724140721,-0.00,-0.03,1.01
20240724140722,-0.00,-0.03,1.01
20240724140723,-0.00,-0.03,1.01
20240724140724,-0.00,-0.04,1.01
20240724140725,-0.00,-0.03,1.01
20240724140726,-0.00,-0.03,1.01
20240724140727,-0.00,-0.03,1.01
20240724140728,-0.00,-0.03,1.01
20240724140729,-0.00,-0.03,1.01
20240724140730,-0.00,-0.03,1.01
20240724140731,-0.00,-0.03,1.01
20240724140732,-0.00,-0.03,1.01
20240724140733,-0.00,-0.03,1.01
20240724140734,-0.00,-0.03,1.01
20240724140735,-0.00,-0.03,1.01
20240724140736,0.00,-0.03,1.01
20240724140737,-0.00,-0.03,1.01
20240724140738,-0.00,-0.03,1.01
20240724140739,-0.00,-0.03,1.01
20240724140740,-0.00,-0.03,1.01
20240724140741,-0.00,-0.03,1.01
20240724140742,-0.00,-0.03,1.01
20240724140743,-0.00,-0.03,1.01
20240724140744,-0.00,-0.03,1.01
20240724140745,-0.00,-0.03,1.01
20240724140746,-0.00,-0.03,1.01
20240724140747,-0.00,-0.03,1.01
20240724140748,-0.00,-0.03,1.01
20240724140749,-0.00,-0.03,1.01
20240724140750,-0.00,-0.03,1.01
20240724140751,-0.00,-0.03,1.01
20240724140752,-0.00,-0.03,1.01
20240724140753,-0.00,-0.03,1.01
20240724140754,-0.00,-0.03,1.01
20240724140755,-0.00,-0.03,1.01
20240724140756,-0.00,-0.03,1.01
20240724140757,-0.00,-0.03,1.01
20240724140758,-0.00,-0.03,1.01
20240724140759,-0.00,-0.03,1.01
20240724140800,-0.00,-0.03,1.01
20240724140801,-0.00,-0.03,1.01
20240724140802,-0.00,-0.03,1.01
20240724140803,-0.00,-0.03,1.01
20240724140804,-0.00,-0.03,1.01
20240724140805,-0.00,-0.03,1.01
20240724140806,-0.00,-0.03,1.01
20240724140807,-0.00,-0.03,1.01
20240724140808,-0.00,-0.03,1.01
20240724140809,-0.00,-0.03,1.01
20240724140810,-0.00,-0.03,1.01
20240724140811,-0.00,-0.03,1.01
20240724140812,0.00,-0.03,1.01
20240724140813,-0.01,-0.04,1.01
20240724140814,-0.00,-0.03,1.01
20240724140815,-0.00,-0.04,1.01
20240724140816,-0.00,-0.03,1.01
20240724140817,-0.00,-0.03,1.01
20240724140818,-0.00,-0.04,1.02
20240724140819,-0.00,-0.03,1.01
20240724140820,-0.00,-0.03,1.01
20240724140821,0.00,-0.03,1.02
20240724140822,-0.00,-0.03,1.02
20240724140823,-0.00,-0.03,1.01
20240724140824,-0.00,-0.03,1.01
20240724140825,-0.00,-0.03,1.01
20240724140826,-0.00,-0.03,1.01
20240724140827,-0.01,-0.04,1.01
20240724140828,-0.00,-0.03,1.01
